編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area (square meter),the main use,main building materials,construction completes the date,total layer,building lamination
RPXOMLNLPHNFFBC88CA,19,1.35,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPXOMLNLPHNFFBC88CA,19,.63,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPXOMLNLPHNFFBC88CA,19,.26,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPQNMLLKPHNFFCC87CA,23,128.02,住家用,鋼筋混凝土造,84年5月4日,十七層,十一層
RPQNMLLKPHNFFCC87CA,23,41.14,共用部份,鋼筋混凝土造,84年5月4日,十七層,
RPQOMLNKPHNFFCC18CA,23,3.34,見其他登記事項,鋼筋混凝土造,84年1月17日,四層,
RPQOMLNKPHNFFCC18CA,19,27.77,共用部份,鋼筋混凝土造,87年12月10日,五層,
RPQOMLNKPHNFFCC18CA,19,65.02,住家用,鋼筋混凝土造,87年12月10日,五層,五層
RPRNMLKKPHNFFCC87CA,28,111.62,住家用,鋼筋混凝土造,79年1月25日,五層,二層
RPQNMLPLPHNFFBC28CA,22,24.89,住家用,鋼筋混凝土造,85年11月29日,二十三層,九層
RPQNMLPLPHNFFBC28CA,22,4.19,共用部份,鋼筋混凝土造,85年11月29日,二十三層,
RPQNMLPLPHNFFBC28CA,22,1.28,共用部份,鋼筋混凝土造,85年11月29日,二十三層,
RPQNMLPLPHNFFBC28CA,22,1.93,共用部份,鋼筋混凝土造,85年11月29日,二十三層,
RPPNMLRJQHNFFBC28CA,19,66.94,住家用,鋼筋混凝土造,88年1月14日,十六層,九層
RPPNMLRJQHNFFBC28CA,19,16.05,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPPNMLRJQHNFFBC28CA,19,.82,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPPNMLRJQHNFFBC28CA,19,3.82,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPPNMLRJQHNFFBC28CA,19,1.56,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPPNMLRJQHNFFBC28CA,19,.74,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPRNMLLKPHNFFBC87CA,27,93.70,住家用,鋼筋混凝土造,79年12月3日,四層,四層
RPRNMLLKPHNFFBC87CA,27,29.67,共用部份,鋼筋混凝土造,79年12月3日,四層,
RPRNMLPKPHNFFBC28CA,19,92.44,住家用,鋼筋混凝土造,88年1月14日,十六層,七層
RPRNMLPKPHNFFBC28CA,19,12.41,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPRNMLPKPHNFFBC28CA,19,1.11,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPRNMLPKPHNFFBC28CA,19,3.30,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPRNMLPKPHNFFBC28CA,19,2.24,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPRNMLPKPHNFFBC28CA,19,1.09,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPRNMLPKPHNFFBC28CA,19,41.38,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPOPMLTJPHNFFBC48CA,23,49.74,住家用,鋼筋混凝土造,84年8月21日,九層,九層
RPOPMLTJPHNFFBC48CA,23,9.69,共用部份,鋼筋混凝土造,84年8月21日,九層,
RPOPMLTJPHNFFBC48CA,23,49.74,住家用,鋼筋混凝土造,84年8月21日,九層,九層
RPOPMLTJPHNFFBC48CA,23,9.69,共用部份,鋼筋混凝土造,84年8月21日,九層,
RPTNMLNLPHNFFBC38CA,1,133.25,見其他登記事項,鋼筋混凝土造,106年10月18日,十五層,二層
RPTNMLNLPHNFFBC38CA,1,22.50,見其他登記事項,鋼筋混凝土造,106年10月18日,十五層,
RPTNMLNLPHNFFBC38CA,1,.67,見其他登記事項,鋼筋混凝土造,106年10月18日,十五層,
RPTNMLNLPHNFFBC38CA,1,61.74,見其他登記事項,鋼筋混凝土造,106年10月18日,十五層,
RPVNMLOKPHNFFBC58CA,21,105.43,見其他登記事項,鋼筋混凝土造,86年6月30日,十四層,七層
RPVNMLOKPHNFFBC58CA,21,18.79,共用部份,鋼筋混凝土造,86年6月30日,十四層,
RPVNMLOKPHNFFBC58CA,21,35.29,共用部份,鋼筋混凝土造,86年6月30日,十四層,
RPRNMLNLPHNFFBC18CA,,102.81,見其他登記事項,鋼筋混凝土造,106年10月18日,十五層,十二層
RPRNMLNLPHNFFBC18CA,,20.07,見其他登記事項,鋼筋混凝土造,106年10月18日,十五層,
RPRNMLNLPHNFFBC18CA,,.66,見其他登記事項,鋼筋混凝土造,106年10月18日,十五層,
RPRNMLNLPHNFFBC18CA,,50.89,見其他登記事項,鋼筋混凝土造,106年10月18日,十五層,
RPPNMLPKPHNFFBC08CA,19,57.92,住家用,鋼筋混凝土造,88年1月14日,十六層,二層
RPPNMLPKPHNFFBC08CA,19,8.32,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPPNMLPKPHNFFBC08CA,19,2.33,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPPNMLPKPHNFFBC08CA,19,1.41,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPPNMLPKPHNFFBC08CA,19,.69,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPQNMLQKPHNFFBC28CA,34,170.51,商業用,鋼筋混凝土造,73年5月8日,五層,一層 騎樓 夾層
RPQNMLQKPHNFFBC28CA,34,116.03,住家用,鋼筋混凝土造,73年5月8日,五層,二層
RPQNMLQKPHNFFBC28CA,34,116.03,住家用,鋼筋混凝土造,73年5月8日,五層,三層
RPSNMLOKPHNFFCC38CA,22,8.83,共用部份,鋼筋混凝土造,85年2月17日,十層,
RPSNMLOKPHNFFCC38CA,22,73.99,住家用,鋼筋混凝土造,85年2月17日,十層,三層
RPSNMLOKPHNFFCC38CA,22,16.75,共用部份,鋼筋混凝土造,85年2月17日,十層,
RPUNMLLKPHNFFCC28CA,21,77.80,住家用,鋼筋混凝土造,86年7月18日,十二層,十一層
RPUNMLLKPHNFFCC28CA,21,1.97,共用部份,鋼筋混凝土造,86年7月18日,四層,
RPUNMLLKPHNFFCC28CA,21,21.98,共用部份,鋼筋混凝土造,86年7月18日,十二層,
RPUNMLLKPHNFFCC28CA,21,10.67,共用部份,鋼筋混凝土造,86年7月18日,十二層,
RPSNMLQKPHNFFCC58CA,22,55.64,住家用,鋼筋混凝土造,85年2月17日,十層,三層
RPSNMLQKPHNFFCC58CA,22,10.51,共用部份,鋼筋混凝土造,85年2月17日,十層,
RPSNMLQKPHNFFCC58CA,22,11.45,共用部份,鋼筋混凝土造,85年2月17日,十層,
RPXNMLLKPHNFFCC58CA,23,75.01,住家用,鋼筋混凝土造,84年7月1日,十二層,十二層
RPXNMLLKPHNFFCC58CA,23,6.61,共用部份,鋼筋混凝土造,84年7月1日,十二層,
RPXNMLLKPHNFFCC58CA,23,10.18,共用部份,鋼筋混凝土造,84年7月1日,十二層,
RPWNMLLKPHNFFCC48CA,24,123.57,住家用,鋼筋混凝土造,83年10月15日,五層,五層
RPWNMLLKPHNFFCC48CA,24,2.54,共用部份,鋼筋混凝土造,83年10月15日,五層,
RPWNMLLKPHNFFCC48CA,24,11.43,共用部份,鋼筋混凝土造,83年10月15日,五層,
RPOOMLLKPHNFFCC77CA,23,3.34,見其他登記事項,鋼筋混凝土造,84年1月17日,四層,
RPOOMLLKPHNFFCC77CA,20,30.58,共用部份,鋼筋混凝土造,87年7月10日,五層,
RPOOMLLKPHNFFCC77CA,20,84.27,住家用,鋼筋混凝土造,87年7月10日,五層,四層
RPPOMLLKPHNFFCC87CA,23,2.91,見其他登記事項,鋼筋混凝土造,84年1月17日,四層,
RPPOMLLKPHNFFCC87CA,23,20.20,共用部份,鋼筋混凝土造,84年1月17日,五層,
RPPOMLLKPHNFFCC87CA,23,106.22,住家用,鋼筋混凝土造,84年1月17日,五層,三層
RPQOMLNLPHNFFCC28CA,21,43.48,住家用,鋼筋混凝土造,86年11月17日,九層,三層
RPQOMLNLPHNFFCC28CA,21,7.69,共用部份,鋼筋混凝土造,86年11月17日,九層,
RPQOMLNLPHNFFCC28CA,21,6.01,共用部份,鋼筋混凝土造,86年11月17日,九層,
RPPOMLOLPHNFFCC28CA,2,123.09,見其他登記事項,鋼筋混凝土造,105年1月24日,二十二層,七層
RPPOMLOLPHNFFCC28CA,2,1.18,見其他登記事項,鋼筋混凝土造,105年1月24日,二十三層,
RPPOMLOLPHNFFCC28CA,2,50.28,見其他登記事項,鋼筋混凝土造,105年1月24日,二十五層,
RPPOMLOLPHNFFCC28CA,2,.02,見其他登記事項,鋼筋混凝土造,105年1月24日,,
RPPOMLOLPHNFFCC28CA,2,.00,見其他登記事項,鋼筋混凝土造,105年1月24日,二十三層,
RPPOMLOLPHNFFCC28CA,2,.01,見其他登記事項,鋼筋混凝土造,105年1月24日,二十五層,
