編號,車位類別,車位價格,車位面積(平方公尺)
Serial number,berth category,berth price,berth area (square meter)
RPRNMLQJPHNFFBP96CA,升降機械,0,11.87
RPUOMLMKPHNFFAP96CA,一樓平面,0,19.15
RPQOMLQJPHNFFAP96DA,坡道平面,0,39.90
RPROMLTJPHNFFAP27CA,坡道機械,0,
RPTNMLMKPHNFFDP07CA,升降機械,0,
RPRNMLPLPHNFFBP27EA,升降機械,0,
